"addon"
{
	"DOTA_GoodGuys"   								"Good Guys"
	"new_npc_dota_hero_slardar_hype"			"Sauron was one of the first to Maillard, who sided with Melkor, becoming one of the most loyal and the most terrible of his companions, but after the War of Wrath and the destruction of his lord Sauron rose to the greatest enemy of the Free Peoples of Middle-earth during the second and third periods."		
	"new_npc_dota_hero_slark_hype"				"Murloc able to jump into the fray and come out of it alive. He is always happy to chain misguided enemy to the spot to steal his power punches of his dagger, and if something happens instantly evaporate."		
	"new_npc_dota_hero_sniper_hype"				"Rocket Raccoon acquired appearance as a result of a genetic experiment, apparently, it is very painful. In the words of the Rockets, he seemed taken apart and then put together. Once Rocket Groot met and they became great friends and companions."	
	"new_npc_dota_hero_spectre_hype"			"Spectrum is the embodiment of the Spirit of Vengeance, Wrath of the Presence of God all things. Spectrum has a cosmic force and abstract existence. However, there is a number of limitations of the spectrum and that somehow limit it morally, but not physically, whether it is God's law, restrictions on the host itself, or more specific. In general, the ability of Spectrum, a mixture of manipulation of reality and magic, which is achieved and all the effects that uses the Spectre."		
	"new_npc_dota_hero_spirit_breaker_hype"		"Slade has mastered several styles of combat and was promoted to lieutenant colonel. After some time, Slade Wilson began a romantic relationship with Adeline, and later they had a son. Shortly after the birth of his first son, Grant Wilson; Slade asked the army to become a party to a secret experiment. He was told that it was an attempt to find protection from the enemy of truth serum and as a result, he agreed."		
	"new_npc_dota_hero_storm_spirit_hype"		"As Green Lantern Hal patrolled sector under the number 2814, which includes the solar system and a little beyond its limits. At the same time, Hal hid his identity and continued to run a pilot for Ferris Eirkraft where about him as the Green Lantern known only by his friend, the mechanic Inuit origin Thomas Kalmaku."		
	"new_npc_dota_hero_sven_hype"				"Apocalypse - one of the most powerful mutants in the universe has many supernatural powers, including great strength, invulnerability and the ability to change its weight and shape. He himself says that the superior mutants such as mutants are superior to ordinary people. Apocalypse accompanied by four servants - Riders of the Apocalypse, which is a reference to the Four Horsemen of the Apocalypse from the last book of the New Testament."	
	"new_npc_dota_hero_templar_assassin_hype"	"Wanda and her twin brother were born Pietro Wundagore mountain-based genetic research known as High Evolyutsionary, under the influence of natural energy Chthon Elder God: their mother, Magda, shortly after their birth ran off with Wundagore. Though it is unknown at what point, but the magic Chthon concluded an agreement with Wanda, which, as it became known later, was intended to serve as a liaison Creatures living mystical point of concentration of energy in the Earth dimension."		
	"new_npc_dota_hero_terrorblade_hype"		"Galactus - a surviving soul of the universe that existed before the Big Bang, and possibly the worst thing in the creation of the cosmos."		
	"new_npc_dota_hero_tidehunter_hype"			"During an experimental gamma bomb explosion scientist Bruce Banner rushed to rescue the teenager, who arrived at the test site. Pitting boy Rick Jones, in the trench, he Benner turned in the explosion, received a massive dose of radiation. Later, he woke up in the hospital, it seemed relatively unscathed, but the night was transformed into a bulky gray uniform, kicked the wall and fled."		
	"new_npc_dota_hero_shredder_hype"			"ter all the boy's family, known as Khan, was killed with him to contact the Spirit of Wind came, and gave capacity in exchange for the service itself."
	"new_npc_dota_hero_treant_hype"			    "Groote - extraterrestrial monster that originally came to Earth and tried to grab people for experiments."
	"new_npc_dota_hero_troll_warlord_hype"	    "Ronan prosecutor - one of the many who want to find a mysterious Orb. As a representative of the Kree Empire, he continues to battle in the long war with the planet Ksandar, citing personal vendetta generations of his ancestors, and ignoring the recent prisoner peace treaty. He made a deal with Thanos: Sphere to get him in exchange for the complete destruction of Ksandar."
	"new_npc_dota_hero_tusk_hype"			    "According grown with dreams of adventures, hoping one day to become a legend of kung-fu, the same as the Furious Five, who idolized. However, he did not think he could fulfill a dream, because it was not the most athletic panda working in the Noodle Shop."	
	"new_npc_dota_hero_undying_hype"		    "In August 1959, searching watch his girlfriend Jenny Slater, he accidentally fell into the test lab capsule. The test capsule disappeared its natural shape, and Jonathan was broken down into tiny particles. During November 1959 particles of which consisted of Jonathan, slowly began to come together, and by November 22 is fully reunited."		
	"new_npc_dota_hero_vengefulspirit_hype"	    "Marian grew up in a poor family in one of the southern US states. When her father was drunk, then he stuck to it. One day, when he tried to touch her, she took his vital energy."
	"new_npc_dota_hero_venomancer_hype"		    "Venom symbiote is a creature of the race of alien parasites that live at the expense of the bodies of other life forms. Parasites provide their owners improved mobility, instead of drinking them adrenaline. With prolonged use, untrained man can kill his symbiote."
	"new_npc_dota_hero_viper_hype"			    "<<Hear me and rejoice! You have had the privilege of being saved by the Great Titan. You may think this is suffering. No... it is salvation. The universal scales tip toward balance because of your sacrifice. Smile... for even in death, you have become children of Thanos.>>"	
	"new_npc_dota_hero_visage_hype"			    "Long ago, the world subsoil rules Firelord and his brethren. Terrible servant of the Old Gods, Ragnaros fought with the Titans for control of the planet. The price of defeat for the elemental lord was perpetual imprisonment in the Elemental Plane. Ragnaros fought Tanderaanom, Heavenly Prince, and defeated him, but could not destroy."	
	"new_npc_dota_hero_weaver_hype"			    "Eobard Towne was born in the XXV century and was a big fan of the superhero Flash XX century. Becoming a scientist, he invented an electrochemical bath, similar to the one that once gave first flash capacity, and got them, and inventing a time machine to go to the XX century and to meet his idol. But in the course of time travel was damaged his mind, and he began to consider himself Barry Allen, Allen and present - an impostor."
	"new_npc_dota_hero_windrunner_hype"		    "One of the most powerful beings in the universe. In Death has one of the highest limits of force in the Marvel Universe, like Eternity, Infinity and Oblivion. She worships and loves her Thanos."
	"new_npc_dota_hero_skeleton_king_hype"	    "The Lich King is the lord and master of the Scourge, which he ruled telepathically from his Frozen Throne, standing at the top of Icecrown Citadel. Kil'jaeden Lich King created from the spirit of the orc shaman Ner'zhul, so he raised an army of undead and won Azeroth for the Burning Legion. Initially imprisoned in the trap of the Frozen Throne with Frostmourne, King - Leach finally betrayed Kil'jaeden and teamed up with a man Arthas Menethil."
	"new_npc_dota_hero_arc_warden_hype"			 "Eternity is ubiquitous abstract entity that represents the time. It is closely related with the Infinite, with which they embody the universe itself. It goes without power over the reality of such creatures is almost unlimited, within their sphere of influence. of which have a total power."
	"new_npc_dota_hero_abyssal_underlord_hype"	"Source (Overvoid, Primal - monitor overmonitor) - aspect of The Presence, is a like any other, one side of God. For example voice fulfills the desires of the people in prayer, hand created the universe, Wally, Yahweh, and Grant Morrison embody the presence and source embodying the mind of God. In the overvoyde can be anything you want, how much it was not limitless."
	"new_npc_dota_hero_zuus_hype"			 "No one is saved from the wrath of Zeus. It uses lightning to explore the next area to be taking charge of electricity, prancing on multiple enemies, or encourages horrendous lightning barrage on all enemies at once. Zeus will find enemies, wherever they may be."
	"new_npc_dota_hero_gyrocopter_hype"			 "Mutant German origin, Nightcrawler possesses superhuman agility and the ability to teleport."
	"new_npc_dota_hero_bounty_hunter_hype"			 "The whole culture of predators associated with hunting and prosecution of dangerous animals in a variety of worlds. Predators said: Lizards (Aliens) - is a worthy opponent, they have no fear."
	"new_npc_dota_hero_shadow_shaman_hype"			 "He is able to concentrate his own chi and the superhuman energy from Shou-Lao's heart into his hand, with it manifesting as a supernatural glow around his hand and fist. So concentrated, this iron fist can strike with superhuman hardness and impact, while his hand becomes impervious to pain and injury. However, summoning the power required by this feat leaves Rand physically and mentally drained, unable to repeat the act for a time, as long as an entire day in certain instances, though after years of using the ability, it has become less draining."


	"kills"								"KILLS LIMIT: 50  "

	"DOTA_Carry_Heroes"					"Attack"
	"DOTA_Support_Heroes"				"Support"
	"DOTA_Nuker_Store"					"Magic"
	"DOTA_Speedster_Watch"				"Speedster"
	"DOTA_Vigilante_Learn"				"Gank/Exp"
	"DOTA_Mercenary_Learn"				"Gank/Gold"
	"DOTA_Jungler_Mods"					"Jungle"
	"DOTA_OneShot_Mods"					"Kill/Oneshot"
	"DOTA_Significant_Mods"				"Significant"
	
	"new_npc_dota_hero_ghost_hype"			"Ghost is a skilled inventor and hacker whose ability to interface with machines allowed her to design an advanced bodysuit that grants her superhuman abilities. This suit allows Ghost to become either invisible or intangible at will (though not both at the same time). Naturally, these abilties are a huge asset when it comes to sneaking into corporate offices and remaining undetected."
